ID,SpeciesLevel,SpeciesCount,BranchCount,BranchLeafCount,BranchInteriorCount,TreeDepth,SpeciesProbMax,SpeciesProbMin,HomologuesToAnalyzeCount,HomologuesSuspiciousRecordsCount,HasHomologuesSuspiciousRecords,HomologueCount,DatabaseNotExhausted
M00595:3:000000000-ALULJ:1:1111:29137:16746_CONS_SUB_SUB_CMP,True,1,1,0,1,12,1.0,1.0,0,0,False,6,False
M00595:3:000000000-ALULJ:1:1101:21188:22475_CONS_SUB_SUB,False,3,3,2,1,5,0.001,0.001,0,0,False,7,False
M00595:3:000000000-ALULJ:1:1110:13668:3044_CONS_SUB_SUB,False,8,8,0,8,15,0.48,0.001,0,0,False,50,False
M00595:3:000000000-ALULJ:1:1103:23397:7586_CONS_SUB_SUB_CMP,False,3,3,0,3,11,0.073,0.002,0,0,False,50,True
M00595:3:000000000-ALULJ:1:2114:2865:17488_CONS_SUB_SUB,False,3,3,0,3,12,0.208,0.027,0,0,False,37,False
M01896:197:000000000-ANEHB:1:1106:22479:11727_CONS_SUB_SUB_CMP,False,4,4,3,1,5,0.574,0.002,4,2,True,44,False
M00595:3:000000000-ALULJ:1:1108:29281:13537_CONS_SUB_SUB,False,6,6,5,1,3,0.128,0.001,0,0,False,50,False
M00595:3:000000000-ALULJ:1:2111:4712:9766_CONS_SUB_SUB,False,6,6,0,6,13,0.524,0.002,0,0,False,43,False
M00595:3:000000000-ALULJ:1:1101:15657:7334_CONS_SUB_SUB_CMP,False,2,2,1,1,11,0.113,0.001,2,0,False,50,False
M00595:3:000000000-ALULJ:1:2109:21696:9991_CONS_SUB_SUB,False,1,1,0,1,11,0.113,0.113,0,0,False,6,False
M00595:3:000000000-ALULJ:1:2112:25105:24344_CONS_SUB_SUB,False,6,6,0,6,12,0.184,0.001,0,0,False,50,False
MISEQ01:3:000000000-ALULJ:1:1113:4593:16071_CONS_SUB_SUB,False,3,3,0,3,11,0.184,0.002,0,0,False,50,False
M01896:197:000000000-ANEHB:1:1107:18678:11193_CONS_SUB_SUB_CMP,False,4,4,0,4,13,0.347,0.003,0,0,False,50,False
M00595:3:000000000-ALULJ:1:1111:8309:3592_CONS_SUB_SUB,False,15,15,4,11,13,0.652,0.001,0,0,False,33,False
