SAMPLE_ID,SCINAME,GENUS
1395-I,Scomberomorus cavalla,Scomberomorus
1395-J,Scomberomorus cavalla,Scomberomorus
1395-K,Scomberomorus cavalla,Scomberomorus
1395-L,Scomberomorus cavalla,Scomberomorus
1395-M,Scomberomorus cavalla,Scomberomorus
1395-N,Scomberomorus cavalla,Scomberomorus
1395-O,Scomberomorus cavalla,Scomberomorus
1395-P,Scomberomorus cavalla,Scomberomorus
1395-Q,Scomberomorus cavalla,Scomberomorus
1395-R,Scomberomorus cavalla,Scomberomorus
1395-S,Scomberomorus cavalla,Scomberomorus
1395-T,Scomberomorus cavalla,Scomberomorus
1395-U,Scomberomorus cavalla,Scomberomorus
1395-V,Scomberomorus cavalla,Scomberomorus
1395-W,Scomberomorus cavalla,Scomberomorus
1396-A,Scomberomorus cavalla,Scomberomorus
1396-B,Scomberomorus cavalla,Scomberomorus
1397-A,Scomberomorus cavalla,Scomberomorus
1397-B,Scomberomorus cavalla,Scomberomorus
1397-C,Scomberomorus cavalla,Scomberomorus
1397-D,Scomberomorus cavalla,Scomberomorus
1397-E1,Scomberomorus cavalla,Scomberomorus
1397-E2,Scomberomorus cavalla,Scomberomorus
1397-E3,Scomberomorus cavalla,Scomberomorus
1397-F,Scomberomorus cavalla,Scomberomorus
1397-G,Scomberomorus cavalla,Scomberomorus
1397-H,Scomberomorus cavalla,Scomberomorus
1397-I,Scomberomorus cavalla,Scomberomorus
1397-J,Scomberomorus cavalla,Scomberomorus
1397-K,Scomberomorus cavalla,Scomberomorus
1397-L,Scomberomorus cavalla,Scomberomorus
1397-M,Scomberomorus cavalla,Scomberomorus
1397-N,Scomberomorus cavalla,Scomberomorus
1397-O,Scomberomorus cavalla,Scomberomorus
1397-P,Scomberomorus cavalla,Scomberomorus
1397-Q,Scomberomorus cavalla,Scomberomorus
1397-R,Scomberomorus cavalla,Scomberomorus
1397-S,Scomberomorus cavalla,Scomberomorus
1397-T,Scomberomorus cavalla,Scomberomorus
1398-A,Scomberomorus cavalla,Scomberomorus
1398-AA,Scomberomorus cavalla,Scomberomorus
1398-B,Scomberomorus cavalla,Scomberomorus
1398-BB,Scomberomorus cavalla,Scomberomorus
1398-C,Scomberomorus cavalla,Scomberomorus
1398-CC,Scomberomorus cavalla,Scomberomorus
1398-D,Scomberomorus cavalla,Scomberomorus
1398-DD,Scomberomorus cavalla,Scomberomorus
1398-E,Scomberomorus cavalla,Scomberomorus
1398-EE,Scomberomorus cavalla,Scomberomorus
1398-F,Scomberomorus cavalla,Scomberomorus
1398-FF1,Scomberomorus cavalla,Scomberomorus
1398-FF2,Scomberomorus cavalla,Scomberomorus
1398-FF3,Scomberomorus cavalla,Scomberomorus
1398-G,Scomberomorus cavalla,Scomberomorus
1398-H,Scomberomorus cavalla,Scomberomorus
1398-I,Scomberomorus cavalla,Scomberomorus
1398-J,Scomberomorus cavalla,Scomberomorus
1398-K,Scomberomorus cavalla,Scomberomorus
1398-L,Scomberomorus cavalla,Scomberomorus
1398-M,Scomberomorus cavalla,Scomberomorus
1398-N,Scomberomorus cavalla,Scomberomorus
1398-O,Scomberomorus cavalla,Scomberomorus
1398-P,Scomberomorus cavalla,Scomberomorus
1398-Q,Scomberomorus cavalla,Scomberomorus
1398-R,Scomberomorus cavalla,Scomberomorus
1398-S,Scomberomorus cavalla,Scomberomorus
1398-T,Scomberomorus cavalla,Scomberomorus
1398-U,Scomberomorus cavalla,Scomberomorus
1398-V,Scomberomorus cavalla,Scomberomorus
1398-W,Scomberomorus cavalla,Scomberomorus
1398-X,Scomberomorus cavalla,Scomberomorus
1398-Y,Scomberomorus cavalla,Scomberomorus
1398-Z,Scomberomorus cavalla,Scomberomorus
1399-A,Scomberomorus cavalla,Scomberomorus
1399-B,Scomberomorus cavalla,Scomberomorus
1399-C,Scomberomorus cavalla,Scomberomorus
1399-D,Scomberomorus cavalla,Scomberomorus
1399-E,Scomberomorus cavalla,Scomberomorus
1399-F,Scomberomorus cavalla,Scomberomorus
1399-G,Scomberomorus cavalla,Scomberomorus
1399-H,Scomberomorus cavalla,Scomberomorus
1399-I,Scomberomorus cavalla,Scomberomorus
1399-J,Scomberomorus cavalla,Scomberomorus
1399-K,Scomberomorus cavalla,Scomberomorus
1399-L,Scomberomorus cavalla,Scomberomorus
1399-M,Scomberomorus cavalla,Scomberomorus
1399-N,Scomberomorus cavalla,Scomberomorus
1399-O,Scomberomorus cavalla,Scomberomorus
1399-AA,Scomberomorus cavalla,Scomberomorus
1399-BB,Scomberomorus cavalla,Scomberomorus
1399-CC,Scomberomorus cavalla,Scomberomorus
1399-DD,Scomberomorus cavalla,Scomberomorus
1399-EE,Scomberomorus cavalla,Scomberomorus
1399-P,Scomberomorus cavalla,Scomberomorus
1399-Q,Scomberomorus cavalla,Scomberomorus
1399-R,Scomberomorus cavalla,Scomberomorus
1399-S,Scomberomorus cavalla,Scomberomorus
1399-T,Scomberomorus cavalla,Scomberomorus
1399-U,Scomberomorus cavalla,Scomberomorus
1399-V,Scomberomorus cavalla,Scomberomorus
1399-W,Scomberomorus cavalla,Scomberomorus
1399-X,Scomberomorus cavalla,Scomberomorus
1399-Y,Scomberomorus cavalla,Scomberomorus
1399-Z,Scomberomorus cavalla,Scomberomorus
1401-A,Scomberomorus cavalla,Scomberomorus
1401-B,Scomberomorus cavalla,Scomberomorus
1401-C,Scomberomorus cavalla,Scomberomorus
1401-D,Scomberomorus cavalla,Scomberomorus
1401-E,Scomberomorus cavalla,Scomberomorus
1401-F,Scomberomorus cavalla,Scomberomorus
1401-G,Scomberomorus cavalla,Scomberomorus
1401-H,Scomberomorus cavalla,Scomberomorus
1401-I,Scomberomorus cavalla,Scomberomorus
1401-J,Scomberomorus cavalla,Scomberomorus
1401-K,Scomberomorus cavalla,Scomberomorus
1401-L,Scomberomorus cavalla,Scomberomorus
1401-M,Scomberomorus cavalla,Scomberomorus
1401-N,Scomberomorus cavalla,Scomberomorus
1401-O,Scomberomorus cavalla,Scomberomorus
1401-P,Scomberomorus cavalla,Scomberomorus
1401-Q,Scomberomorus cavalla,Scomberomorus
1401-R,Scomberomorus cavalla,Scomberomorus
1403-A,Scomberomorus cavalla,Scomberomorus
1403-B,Scomberomorus cavalla,Scomberomorus
1403-C,Scomberomorus cavalla,Scomberomorus
1403-D,Scomberomorus cavalla,Scomberomorus
1403-E,Scomberomorus cavalla,Scomberomorus
1403-F,Scomberomorus cavalla,Scomberomorus
1403-G,Scomberomorus cavalla,Scomberomorus
1403-H,Scomberomorus cavalla,Scomberomorus
1403-I,Scomberomorus cavalla,Scomberomorus
1404-A,Scomberomorus cavalla,Scomberomorus
1404-B,Scomberomorus cavalla,Scomberomorus
1404-C,Scomberomorus cavalla,Scomberomorus
1404-D,Scomberomorus cavalla,Scomberomorus
1404-E,Scomberomorus cavalla,Scomberomorus
1404-F,Scomberomorus cavalla,Scomberomorus
1404-G,Scomberomorus cavalla,Scomberomorus
1404-H,Scomberomorus cavalla,Scomberomorus
1404-I,Scomberomorus cavalla,Scomberomorus
1404-J,Scomberomorus cavalla,Scomberomorus
1404-K,Scomberomorus cavalla,Scomberomorus
1404-L,Scomberomorus cavalla,Scomberomorus
1404-M,Scomberomorus cavalla,Scomberomorus
1404-N,Scomberomorus cavalla,Scomberomorus
1404-O,Scomberomorus cavalla,Scomberomorus
1404-P,Scomberomorus cavalla,Scomberomorus
1404-Q,Scomberomorus cavalla,Scomberomorus
1404-R,Scomberomorus cavalla,Scomberomorus
1404-S,Scomberomorus cavalla,Scomberomorus
1404-T,Scomberomorus cavalla,Scomberomorus
1404-U,Scomberomorus cavalla,Scomberomorus
1404-V,Scomberomorus cavalla,Scomberomorus
1404-W,Scomberomorus cavalla,Scomberomorus
1405-A,Scomberomorus cavalla,Scomberomorus
1405-B,Scomberomorus cavalla,Scomberomorus
1405-C,Scomberomorus cavalla,Scomberomorus
1405-D,Scomberomorus cavalla,Scomberomorus
1405-E,Scomberomorus cavalla,Scomberomorus
1405-F,Scomberomorus cavalla,Scomberomorus
1405-G,Scomberomorus cavalla,Scomberomorus
1405-H,Scomberomorus cavalla,Scomberomorus
1405-I,Scomberomorus cavalla,Scomberomorus
1405-J,Scomberomorus cavalla,Scomberomorus
1407-A,Rachycentron canadum,Rachycentron
1407-B,Rachycentron canadum,Rachycentron
1407-C,Rachycentron canadum,Rachycentron
1407-D,Rachycentron canadum,Rachycentron
1407-E,Rachycentron canadum,Rachycentron
1407-F,Rachycentron canadum,Rachycentron
1407-G,Rachycentron canadum,Rachycentron
1407-H,Rachycentron canadum,Rachycentron
1407-I,Rachycentron canadum,Rachycentron
1407-J,Rachycentron canadum,Rachycentron
1407-K,Rachycentron canadum,Rachycentron
1407-L,Rachycentron canadum,Rachycentron
1407-M1,Rachycentron canadum,Rachycentron
1407-M2,Rachycentron canadum,Rachycentron
1407-M3,Rachycentron canadum,Rachycentron
1407-N,Rachycentron canadum,Rachycentron
1407-O,Rachycentron canadum,Rachycentron
1407-P,Rachycentron canadum,Rachycentron
1407-Q,Rachycentron canadum,Rachycentron
1407-R,Rachycentron canadum,Rachycentron
1407-AA,Rachycentron canadum,Rachycentron
1407-BB,Rachycentron canadum,Rachycentron
1407-CC,Rachycentron canadum,Rachycentron
1407-DD,Rachycentron canadum,Rachycentron
1407-EE,Rachycentron canadum,Rachycentron
1407-FF,Rachycentron canadum,Rachycentron
1407-GG,Rachycentron canadum,Rachycentron
1407-HH,Rachycentron canadum,Rachycentron
1407-II,Rachycentron canadum,Rachycentron
1407-JJ,Rachycentron canadum,Rachycentron
1407-KK,Rachycentron canadum,Rachycentron
1407-S,Rachycentron canadum,Rachycentron
1407-T,Rachycentron canadum,Rachycentron
1407-U,Rachycentron canadum,Rachycentron
1407-V,Rachycentron canadum,Rachycentron
1407-W,Rachycentron canadum,Rachycentron
1407-X,Rachycentron canadum,Rachycentron
1407-Y,Rachycentron canadum,Rachycentron
1407-Z,Rachycentron canadum,Rachycentron
1409-A,Rachycentron canadum,Rachycentron
1409-B,Rachycentron canadum,Rachycentron
1409-C,Rachycentron canadum,Rachycentron
1409-D,Rachycentron canadum,Rachycentron
1409-E,Rachycentron canadum,Rachycentron
1409-F,Rachycentron canadum,Rachycentron
1409-G,Rachycentron canadum,Rachycentron
1409-H,Rachycentron canadum,Rachycentron
1409-I,Rachycentron canadum,Rachycentron
1409-J,Rachycentron canadum,Rachycentron
1409-K,Rachycentron canadum,Rachycentron
1409-L,Rachycentron canadum,Rachycentron
1417-A,Rachycentron canadum,Rachycentron
1417-B,Rachycentron canadum,Rachycentron
1417-C,Rachycentron canadum,Rachycentron
1417-D,Rachycentron canadum,Rachycentron
1417-E,Rachycentron canadum,Rachycentron
1417-F,Rachycentron canadum,Rachycentron
1417-G,Rachycentron canadum,Rachycentron
1420-A,Scomberomorus cavalla,Scomberomorus
1420-B,Scomberomorus cavalla,Scomberomorus
1420-C,Scomberomorus cavalla,Scomberomorus
1421-A,Scomberomorus cavalla,Scomberomorus
1421-B,Scomberomorus cavalla,Scomberomorus
1421-C,Scomberomorus cavalla,Scomberomorus
1421-D,Scomberomorus cavalla,Scomberomorus
1421-E,Scomberomorus cavalla,Scomberomorus
1421-F,Scomberomorus cavalla,Scomberomorus
1421-G,Scomberomorus cavalla,Scomberomorus
1421-H,Scomberomorus cavalla,Scomberomorus
1421-I,Scomberomorus cavalla,Scomberomorus
1423-A,Scomberomorus cavalla,Scomberomorus
1423-B,Scomberomorus cavalla,Scomberomorus
1423-C,Scomberomorus cavalla,Scomberomorus
1423-D,Scomberomorus cavalla,Scomberomorus
1423-E,Scomberomorus cavalla,Scomberomorus
1423-F,Scomberomorus cavalla,Scomberomorus
1423-G,Scomberomorus cavalla,Scomberomorus
1423-H,Scomberomorus cavalla,Scomberomorus
1423-I,Scomberomorus cavalla,Scomberomorus
1423-J,Scomberomorus cavalla,Scomberomorus
1423-K,Scomberomorus cavalla,Scomberomorus
1423-L,Scomberomorus cavalla,Scomberomorus
1423-M,Scomberomorus cavalla,Scomberomorus
1423-N,Scomberomorus cavalla,Scomberomorus
1423-O,Scomberomorus cavalla,Scomberomorus
1423-P,Scomberomorus cavalla,Scomberomorus
1548-A,Thunnus atlanticus,Thunnus
1548-B,Thunnus atlanticus,Thunnus
1548-C,Thunnus atlanticus,Thunnus
1548-D,Thunnus atlanticus,Thunnus
1548-E,Thunnus atlanticus,Thunnus
1548-F,Thunnus atlanticus,Thunnus
1548-G,Thunnus atlanticus,Thunnus
1548-H,Thunnus atlanticus,Thunnus
1548-I,Thunnus atlanticus,Thunnus
1548-J,Thunnus atlanticus,Thunnus
1548-K,Thunnus atlanticus,Thunnus
1548-L,Thunnus atlanticus,Thunnus
1548-M,Thunnus atlanticus,Thunnus
1557-A,Rachycentron canadum,Rachycentron
1557-B,Rachycentron canadum,Rachycentron
1557-C,Rachycentron canadum,Rachycentron
1558-A,Thunnus atlanticus,Thunnus
1558-C,Thunnus atlanticus,Thunnus
1558-D,Thunnus atlanticus,Thunnus
1558-E,Thunnus atlanticus,Thunnus
1558-F,Thunnus atlanticus,Thunnus
1558-G,Thunnus atlanticus,Thunnus
1558-H,Thunnus atlanticus,Thunnus
1558-I,Thunnus atlanticus,Thunnus
1558-J,Thunnus atlanticus,Thunnus
1558-K,Thunnus atlanticus,Thunnus
1558-L,Thunnus atlanticus,Thunnus
1558-M,Thunnus atlanticus,Thunnus
1558-N,Thunnus atlanticus,Thunnus
1558-O,Thunnus atlanticus,Thunnus
1558-P,Thunnus atlanticus,Thunnus
1558-Q,Thunnus atlanticus,Thunnus
1558-R,Thunnus atlanticus,Thunnus
1558-S,Thunnus atlanticus,Thunnus
1558-T,Thunnus atlanticus,Thunnus
1558-U,Thunnus atlanticus,Thunnus
1559-A,Rachycentron canadum,Rachycentron
1559-B,Rachycentron canadum,Rachycentron
1559-C,Rachycentron canadum,Rachycentron
1559-D,Rachycentron canadum,Rachycentron
1559-E,Rachycentron canadum,Rachycentron
1559-F,Rachycentron canadum,Rachycentron
1559-G,Rachycentron canadum,Rachycentron
1559-H,Rachycentron canadum,Rachycentron
1559-I,Rachycentron canadum,Rachycentron
1559-K,Rachycentron canadum,Rachycentron
1560-A,Rachycentron canadum,Rachycentron
1562-A,Rachycentron canadum,Rachycentron
1562-AA,Rachycentron canadum,Rachycentron
1562-B,Rachycentron canadum,Rachycentron
1562-BB,Rachycentron canadum,Rachycentron
1562-C,Rachycentron canadum,Rachycentron
1562-CC,Rachycentron canadum,Rachycentron
1562-D,Rachycentron canadum,Rachycentron
1562-DD,Rachycentron canadum,Rachycentron
1562-EE,Rachycentron canadum,Rachycentron
1562-F,Rachycentron canadum,Rachycentron
1562-FF,Rachycentron canadum,Rachycentron
1562-G,Rachycentron canadum,Rachycentron
1562-GG,Rachycentron canadum,Rachycentron
1562-H,Rachycentron canadum,Rachycentron
1562-HH,Rachycentron canadum,Rachycentron
1562-I,Rachycentron canadum,Rachycentron
1562-II,Rachycentron canadum,Rachycentron
1562-J,Rachycentron canadum,Rachycentron
1562-K,Rachycentron canadum,Rachycentron
1562-L,Rachycentron canadum,Rachycentron
1562-M,Rachycentron canadum,Rachycentron
1562-N,Rachycentron canadum,Rachycentron
1562-O,Rachycentron canadum,Rachycentron
1562-P,Rachycentron canadum,Rachycentron
1562-Q,Rachycentron canadum,Rachycentron
1562-R,Rachycentron canadum,Rachycentron
1562-S,Rachycentron canadum,Rachycentron
1562-T,Rachycentron canadum,Rachycentron
1562-U,Rachycentron canadum,Rachycentron
1562-V,Rachycentron canadum,Rachycentron
1562-W,Rachycentron canadum,Rachycentron
1562-X1,Rachycentron canadum,Rachycentron
1562-X2,Rachycentron canadum,Rachycentron
1562-X3,Rachycentron canadum,Rachycentron
1562-Y1,Rachycentron canadum,Rachycentron
1562-Y2,Rachycentron canadum,Rachycentron
1562-Y3,Rachycentron canadum,Rachycentron
1562-Z,Rachycentron canadum,Rachycentron
1565-A,Rachycentron canadum,Rachycentron
1566-A,Rachycentron canadum,Rachycentron
1566-B,Rachycentron canadum,Rachycentron
1566-C,Rachycentron canadum,Rachycentron
1566-D,Rachycentron canadum,Rachycentron
1566-E,Rachycentron canadum,Rachycentron
1566-F,Rachycentron canadum,Rachycentron
1566-G,Rachycentron canadum,Rachycentron
1566-H,Rachycentron canadum,Rachycentron
1566-I,Rachycentron canadum,Rachycentron
1566-R,Rachycentron canadum,Rachycentron
1566-S,Rachycentron canadum,Rachycentron
1566-T,Rachycentron canadum,Rachycentron
1567-A,Rachycentron canadum,Rachycentron
1567-B,Rachycentron canadum,Rachycentron
1567-C,Rachycentron canadum,Rachycentron
1567-D,Rachycentron canadum,Rachycentron
1567-E,Rachycentron canadum,Rachycentron
1567-F,Rachycentron canadum,Rachycentron
1567-G,Rachycentron canadum,Rachycentron
1567-H,Rachycentron canadum,Rachycentron
1567-I1,Rachycentron canadum,Rachycentron
1567-I2,Rachycentron canadum,Rachycentron
1567-I3,Rachycentron canadum,Rachycentron
1568-A,Rachycentron canadum,Rachycentron
1568-U,Rachycentron canadum,Rachycentron
1569-A,Rachycentron canadum,Rachycentron
1569-B,Rachycentron canadum,Rachycentron
1626-A,Scomberomorus cavalla,Scomberomorus
1626-B,Scomberomorus cavalla,Scomberomorus
1626-C,Scomberomorus cavalla,Scomberomorus
1626-D,Scomberomorus cavalla,Scomberomorus
1626-E,Scomberomorus cavalla,Scomberomorus
1626-F,Scomberomorus cavalla,Scomberomorus
1626-G,Scomberomorus cavalla,Scomberomorus
1626-H,Scomberomorus cavalla,Scomberomorus
1626-I,Scomberomorus cavalla,Scomberomorus
1626-J,Scomberomorus cavalla,Scomberomorus
1626-K,Scomberomorus cavalla,Scomberomorus
1626-L,Scomberomorus cavalla,Scomberomorus
1626-M,Scomberomorus cavalla,Scomberomorus
18257-K,Seriola dumerili,Seriola
1827-A,Seriola dumerili,Seriola
1827-B,Seriola dumerili,Seriola
1827-C,Seriola dumerili,Seriola
1827-D,Seriola dumerili,Seriola
1827-E1,Seriola dumerili,Seriola
1827-E2,Seriola dumerili,Seriola
1827-E3,Seriola dumerili,Seriola
1827-F1,Seriola dumerili,Seriola
1827-F2,Seriola dumerili,Seriola
1827-F3,Seriola dumerili,Seriola
1827-G1,Seriola dumerili,Seriola
1827-G2,Seriola dumerili,Seriola
1827-G3,Seriola dumerili,Seriola
1827-G4,Seriola dumerili,Seriola
1827-G5,Seriola dumerili,Seriola
1827-G6,Seriola dumerili,Seriola
1827-H1,Seriola dumerili,Seriola
1827-H2,Seriola dumerili,Seriola
1827-H3,Seriola dumerili,Seriola
1827-I,Seriola dumerili,Seriola
1827-J,Seriola dumerili,Seriola
1827-L,Seriola dumerili,Seriola
1827-M1,Seriola dumerili,Seriola
1827-M2,Seriola dumerili,Seriola
1827-M3,Seriola dumerili,Seriola
1827-N1,Seriola dumerili,Seriola
1827-N2,Seriola dumerili,Seriola
1827-N3,Seriola dumerili,Seriola
1827-O,Seriola dumerili,Seriola
1827-P1,Seriola dumerili,Seriola
1827-P2,Seriola dumerili,Seriola
1827-P3,Seriola dumerili,Seriola
1827-Q,Seriola dumerili,Seriola
1827-R,Seriola dumerili,Seriola
1827-S,Seriola dumerili,Seriola
1827-T,Seriola dumerili,Seriola
1827-U,Seriola dumerili,Seriola
1828-A,Seriola dumerili,Seriola
1828-B,Seriola dumerili,Seriola
1828-C,Seriola dumerili,Seriola
1828-D,Seriola dumerili,Seriola
1828-E,Seriola dumerili,Seriola
1828-F,Seriola dumerili,Seriola
1830-A,Seriola dumerili,Seriola
1830-B,Seriola dumerili,Seriola
1830-C,Seriola dumerili,Seriola
1830-D,Seriola dumerili,Seriola
1830-E,Seriola dumerili,Seriola
1830-F,Seriola dumerili,Seriola
1830-G,Seriola dumerili,Seriola
1830-H,Seriola dumerili,Seriola
1830-I,Seriola dumerili,Seriola
1830-J,Seriola dumerili,Seriola
1830-K,Seriola dumerili,Seriola
1830-L,Seriola dumerili,Seriola
1830-M,Seriola dumerili,Seriola
1830-N,Seriola dumerili,Seriola
1830-O,Seriola dumerili,Seriola
1837-F,Thunnus atlanticus,Thunnus
1837-G,Thunnus atlanticus,Thunnus
1837-H,Thunnus atlanticus,Thunnus
1837-I,Thunnus atlanticus,Thunnus
1837-J,Thunnus atlanticus,Thunnus
1837-M,Thunnus atlanticus,Thunnus
1838-A,Thunnus atlanticus,Thunnus
1838-B,Thunnus atlanticus,Thunnus
1838-C,Thunnus atlanticus,Thunnus
1838-D,Thunnus atlanticus,Thunnus
1838-E,Thunnus atlanticus,Thunnus
1838-F,Thunnus atlanticus,Thunnus
1838-G,Thunnus atlanticus,Thunnus
1839-A,Thunnus atlanticus,Thunnus
1839-D,Thunnus atlanticus,Thunnus
1839-E,Thunnus atlanticus,Thunnus
1839-F,Thunnus atlanticus,Thunnus
1839-G,Thunnus atlanticus,Thunnus
1839-H,Thunnus atlanticus,Thunnus
1839-I,Thunnus atlanticus,Thunnus
1840-A,Thunnus atlanticus,Thunnus
1840-B,Thunnus atlanticus,Thunnus
1840-C,Thunnus atlanticus,Thunnus
1840-D,Thunnus atlanticus,Thunnus
1840-E,Thunnus atlanticus,Thunnus
1840-F,Thunnus atlanticus,Thunnus
1840-G,Thunnus atlanticus,Thunnus
1840-H,Thunnus atlanticus,Thunnus
1840-I,Thunnus atlanticus,Thunnus
1840-J,Thunnus atlanticus,Thunnus
1840-K,Thunnus atlanticus,Thunnus
1840-L,Thunnus atlanticus,Thunnus
1840-M,Thunnus atlanticus,Thunnus
1840-N,Thunnus atlanticus,Thunnus
1840-O,Thunnus atlanticus,Thunnus
1840-P,Thunnus atlanticus,Thunnus
1840-Q,Thunnus atlanticus,Thunnus
1840-R,Thunnus atlanticus,Thunnus
1840-S,Thunnus atlanticus,Thunnus
1840-T,Thunnus atlanticus,Thunnus
1840-U,Thunnus atlanticus,Thunnus
1840-V,Thunnus atlanticus,Thunnus
1840-W,Thunnus atlanticus,Thunnus
1840-X1,Thunnus atlanticus,Thunnus
1840-X2,Thunnus atlanticus,Thunnus
1840-X3,Thunnus atlanticus,Thunnus
1840-X4,Thunnus atlanticus,Thunnus
1840-X5,Thunnus atlanticus,Thunnus
1840-X6,Thunnus atlanticus,Thunnus
1840-Y,Thunnus atlanticus,Thunnus
1841-A,Mycteroperca phenax,Mycteroperca
1842-A,Mycteroperca phenax,Mycteroperca
1842-B,Mycteroperca phenax,Mycteroperca
1842-C,Mycteroperca phenax,Mycteroperca
1844-A,Rachycentron canadum,Rachycentron
1844-B,Rachycentron canadum,Rachycentron
1844-C1,Rachycentron canadum,Rachycentron
1844-C2,Rachycentron canadum,Rachycentron
1844-C3,Rachycentron canadum,Rachycentron
1844-D,Rachycentron canadum,Rachycentron
1845-A,Scomberomorus cavalla,Scomberomorus
1845-B,Scomberomorus cavalla,Scomberomorus
1845-C,Scomberomorus cavalla,Scomberomorus
1845-D,Scomberomorus cavalla,Scomberomorus
1852-A,Seriola dumerili,Seriola
1853-A,Seriola dumerili,Seriola
1854-A,Seriola dumerili,Seriola
1855-A,Seriola dumerili,Seriola
1855-B,Seriola dumerili,Seriola
1855-C,Seriola dumerili,Seriola
1855-D,Seriola dumerili,Seriola
1855-E,Seriola dumerili,Seriola
1855-F,Seriola dumerili,Seriola
1855-G,Seriola dumerili,Seriola
1855-H,Seriola dumerili,Seriola
1855-I,Seriola dumerili,Seriola
1855-J,Seriola dumerili,Seriola
1855-K1,Seriola dumerili,Seriola
1855-K2,Seriola dumerili,Seriola
1855-K3,Seriola dumerili,Seriola
1855-K4,Seriola dumerili,Seriola
1855-K5,Seriola dumerili,Seriola
1855-K6,Seriola dumerili,Seriola
1855-K7,Seriola dumerili,Seriola
1855-K8,Seriola dumerili,Seriola
1855-K9,Seriola dumerili,Seriola
1855-L1,Seriola dumerili,Seriola
1855-L2,Seriola dumerili,Seriola
1855-L3,Seriola dumerili,Seriola
1855-L4,Seriola dumerili,Seriola
1855-L5,Seriola dumerili,Seriola
1855-L6,Seriola dumerili,Seriola
1855-L7,Seriola dumerili,Seriola
1855-L8,Seriola dumerili,Seriola
1855-L9,Seriola dumerili,Seriola
1855-M1,Seriola dumerili,Seriola
1855-M2,Seriola dumerili,Seriola
1855-M3,Seriola dumerili,Seriola
1855-M4,Seriola dumerili,Seriola
1855-M5,Seriola dumerili,Seriola
1855-M6,Seriola dumerili,Seriola
1855-M7,Seriola dumerili,Seriola
1855-M8,Seriola dumerili,Seriola
1855-M9,Seriola dumerili,Seriola
1855-N1,Seriola dumerili,Seriola
1855-N2,Seriola dumerili,Seriola
1855-N3,Seriola dumerili,Seriola
1855-N4,Seriola dumerili,Seriola
1855-N5,Seriola dumerili,Seriola
1855-N6,Seriola dumerili,Seriola
1855-N7,Seriola dumerili,Seriola
1855-N8,Seriola dumerili,Seriola
1855-N9,Seriola dumerili,Seriola
1855-O1,Seriola dumerili,Seriola
1855-O2,Seriola dumerili,Seriola
1855-O3,Seriola dumerili,Seriola
1855-O4,Seriola dumerili,Seriola
1855-O5,Seriola dumerili,Seriola
1855-O6,Seriola dumerili,Seriola
1855-O7,Seriola dumerili,Seriola
1855-O8,Seriola dumerili,Seriola
1855-O9,Seriola dumerili,Seriola
1855-P1,Seriola dumerili,Seriola
1855-P2,Seriola dumerili,Seriola
1855-P3,Seriola dumerili,Seriola
1855-Q,Seriola dumerili,Seriola
1855-R1,Seriola dumerili,Seriola
1855-R2,Seriola dumerili,Seriola
1855-R3,Seriola dumerili,Seriola
1855-R4,Seriola dumerili,Seriola
1855-R5,Seriola dumerili,Seriola
1855-R6,Seriola dumerili,Seriola
1855-S1,Seriola dumerili,Seriola
1855-S2,Seriola dumerili,Seriola
1855-S3,Seriola dumerili,Seriola
1855-T,Seriola dumerili,Seriola
1855-U,Seriola dumerili,Seriola
1855-V,Seriola dumerili,Seriola
1857-A,Rachycentron canadum,Rachycentron
1857-K,Rachycentron canadum,Rachycentron
1857-L,Rachycentron canadum,Rachycentron
1857-M,Rachycentron canadum,Rachycentron
1857-N,Rachycentron canadum,Rachycentron
1857-O,Rachycentron canadum,Rachycentron
1857-P,Rachycentron canadum,Rachycentron
1857-Q,Rachycentron canadum,Rachycentron
1857-R,Rachycentron canadum,Rachycentron
1866-A,Coryphaena hippurus,Coryphaena
1866-B,Coryphaena hippurus,Coryphaena
1866-C,Coryphaena hippurus,Coryphaena
1871-A,Thunnus atlanticus,Thunnus
1871-B,Thunnus atlanticus,Thunnus
1871-C,Thunnus atlanticus,Thunnus
1871-D,Thunnus atlanticus,Thunnus
1871-E,Thunnus atlanticus,Thunnus
1871-F,Thunnus atlanticus,Thunnus
1871-G,Thunnus atlanticus,Thunnus
1871-H,Thunnus atlanticus,Thunnus
1871-J,Thunnus atlanticus,Thunnus
1871-K,Thunnus atlanticus,Thunnus
1871-L,Thunnus atlanticus,Thunnus
1871-M,Thunnus atlanticus,Thunnus
1871-N,Thunnus atlanticus,Thunnus
1871-O,Thunnus atlanticus,Thunnus
1872-A,Thunnus atlanticus,Thunnus
1872-B,Thunnus atlanticus,Thunnus
1872-C,Thunnus atlanticus,Thunnus
1872-D,Thunnus atlanticus,Thunnus
1872-E,Thunnus atlanticus,Thunnus
1872-F,Thunnus atlanticus,Thunnus
1872-G,Thunnus atlanticus,Thunnus
1873-A,Thunnus atlanticus,Thunnus
1873-B,Thunnus atlanticus,Thunnus
1873-C,Thunnus atlanticus,Thunnus
1873-D,Thunnus atlanticus,Thunnus
1873-E,Thunnus atlanticus,Thunnus
1873-F,Thunnus atlanticus,Thunnus
1873-G,Thunnus atlanticus,Thunnus
1873-H,Thunnus atlanticus,Thunnus
1873-I,Thunnus atlanticus,Thunnus
1873-J,Thunnus atlanticus,Thunnus
1879-A,Acanthocybium solandri,Acanthocybium
